Time (UTCG),Semi-major Axis (km),Eccentricity,Inclination (deg),RAAN (deg),Arg of Perigee (deg),True Anomaly (deg),Mean Anomaly (deg)
773251271,6978.137,0,35.127,69.757,0,32.121,32.121
773251272,6978.137,0,35.127,69.757,0,32.183,32.183
773251273,6978.137,0,35.127,69.757,0,32.245,32.245
773251274,6978.137,0,35.127,69.757,0,32.307,32.307
773251275,6978.137,0,35.127,69.757,0,32.369,32.369
773251276,6978.137,0,35.127,69.757,0,32.431,32.431
773251277,6978.137,0,35.127,69.757,0,32.493,32.493
773251278,6978.137,0,35.127,69.757,0,32.555,32.555
773251279,6978.137,0,35.127,69.757,0,32.617,32.617
773251280,6978.137,0,35.127,69.757,0,32.679,32.679
773251281,6978.137,0,35.127,69.757,0,32.741,32.741
773251282,6978.137,0,35.127,69.757,0,32.803,32.803
773251283,6978.137,0,35.127,69.757,0,32.865,32.865
773251284,6978.137,0,35.127,69.757,0,32.927,32.927
773251285,6978.137,0,35.127,69.757,0,32.989,32.989
773251286,6978.137,0,35.127,69.757,0,33.052,33.052
773251287,6978.137,0,35.127,69.757,0,33.114,33.114
773251288,6978.137,0,35.127,69.757,0,33.176,33.176
773251289,6978.137,0,35.127,69.757,0,33.238,33.238
773251290,6978.137,0,35.127,69.757,0,33.3,33.3
773251291,6978.137,0,35.127,69.757,0,33.362,33.362
773251292,6978.137,0,35.127,69.757,0,33.424,33.424
773251293,6978.137,0,35.127,69.757,0,33.486,33.486
773251294,6978.137,0,35.127,69.757,0,33.548,33.548
773251295,6978.137,0,35.127,69.757,0,33.61,33.61
773251296,6978.137,0,35.127,69.757,0,33.672,33.672
773251297,6978.137,0,35.127,69.757,0,33.734,33.734
773251298,6978.137,0,35.127,69.757,0,33.796,33.796
773251299,6978.137,0,35.127,69.757,0,33.858,33.858
773251300,6978.137,0,35.127,69.757,0,33.92,33.92
773251301,6978.137,0,35.127,69.757,0,33.982,33.982
773251302,6978.137,0,35.127,69.757,0,34.044,34.044
773251303,6978.137,0,35.127,69.757,0,34.106,34.106
773251304,6978.137,0,35.127,69.757,0,34.169,34.169
773251305,6978.137,0,35.127,69.757,0,34.231,34.231
773251306,6978.137,0,35.127,69.757,0,34.293,34.293
773251307,6978.137,0,35.127,69.757,0,34.355,34.355
773251308,6978.137,0,35.127,69.757,0,34.417,34.417
773251309,6978.137,0,35.127,69.757,0,34.479,34.479
773251310,6978.137,0,35.127,69.757,0,34.541,34.541
773251311,6978.137,0,35.127,69.757,0,34.603,34.603
773251312,6978.137,0,35.127,69.757,0,34.665,34.665
773251313,6978.137,0,35.127,69.757,0,34.727,34.727
773251314,6978.137,0,35.127,69.757,0,34.789,34.789
773251315,6978.137,0,35.127,69.757,0,34.851,34.851
773251316,6978.137,0,35.127,69.757,0,34.913,34.913
773251317,6978.137,0,35.127,69.757,0,34.975,34.975
773251318,6978.137,0,35.127,69.757,0,35.037,35.037
773251319,6978.137,0,35.127,69.757,0,35.099,35.099
773251320,6978.137,0,35.127,69.757,0,35.161,35.161
773251321,6978.137,0,35.127,69.757,0,35.223,35.223
773251322,6978.137,0,35.127,69.757,0,35.286,35.286
773251323,6978.137,0,35.127,69.757,0,35.348,35.348
773251324,6978.137,0,35.127,69.757,0,35.41,35.41
773251325,6978.137,0,35.127,69.757,0,35.472,35.472
773251326,6978.137,0,35.127,69.757,0,35.534,35.534
773251327,6978.137,0,35.127,69.757,0,35.596,35.596
773251328,6978.137,0,35.127,69.757,0,35.658,35.658
773251329,6978.137,0,35.127,69.757,0,35.72,35.72
773251330,6978.137,0,35.127,69.757,0,35.782,35.782
773251331,6978.137,0,35.127,69.757,0,35.844,35.844
773251332,6978.137,0,35.127,69.757,0,35.906,35.906
773251333,6978.137,0,35.127,69.757,0,35.968,35.968
773251334,6978.137,0,35.127,69.757,0,36.03,36.03
773251335,6978.137,0,35.127,69.757,0,36.092,36.092
773251336,6978.137,0,35.127,69.757,0,36.154,36.154
773251337,6978.137,0,35.127,69.757,0,36.216,36.216
773251338,6978.137,0,35.127,69.757,0,36.278,36.278
773251339,6978.137,0,35.127,69.757,0,36.34,36.34
773251340,6978.137,0,35.127,69.757,0,36.403,36.403
773251341,6978.137,0,35.127,69.757,0,36.465,36.465
773251342,6978.137,0,35.127,69.757,0,36.527,36.527
773251343,6978.137,0,35.127,69.757,0,36.589,36.589
773251344,6978.137,0,35.127,69.757,0,36.651,36.651
773251345,6978.137,0,35.127,69.757,0,36.713,36.713
773251346,6978.137,0,35.127,69.757,0,36.775,36.775
773251347,6978.137,0,35.127,69.757,0,36.837,36.837
773251348,6978.137,0,35.127,69.757,0,36.899,36.899
773251349,6978.137,0,35.127,69.757,0,36.961,36.961
773251350,6978.137,0,35.127,69.757,0,37.023,37.023
773251351,6978.137,0,35.127,69.757,0,37.085,37.085
773251352,6978.137,0,35.127,69.757,0,37.147,37.147
773251353,6978.137,0,35.127,69.757,0,37.209,37.209
773251354,6978.137,0,35.127,69.757,0,37.271,37.271
773251355,6978.137,0,35.127,69.757,0,37.333,37.333
773251356,6978.137,0,35.127,69.757,0,37.395,37.395
773251357,6978.137,0,35.127,69.757,0,37.457,37.457
773251358,6978.137,0,35.127,69.757,0,37.52,37.52
773251359,6978.137,0,35.127,69.757,0,37.582,37.582
773251360,6978.137,0,35.127,69.757,0,37.644,37.644
773251361,6978.137,0,35.127,69.757,0,37.706,37.706
773251362,6978.137,0,35.127,69.757,0,37.768,37.768
773251363,6978.137,0,35.127,69.757,0,37.83,37.83
773251364,6978.137,0,35.127,69.757,0,37.892,37.892
773251365,6978.137,0,35.127,69.757,0,37.954,37.954
773251366,6978.137,0,35.127,69.757,0,38.016,38.016
773251367,6978.137,0,35.127,69.757,0,38.078,38.078
773251368,6978.137,0,35.127,69.757,0,38.14,38.14
773251369,6978.137,0,35.127,69.757,0,38.202,38.202
773251370,6978.137,0,35.127,69.757,0,38.264,38.264
773251371,6978.137,0,35.127,69.757,0,38.326,38.326
773251372,6978.137,0,35.127,69.757,0,38.388,38.388
773251373,6978.137,0,35.127,69.757,0,38.45,38.45
773251374,6978.137,0,35.127,69.757,0,38.512,38.512
773251375,6978.137,0,35.127,69.757,0,38.574,38.574
773251376,6978.137,0,35.127,69.757,0,38.637,38.637
773251377,6978.137,0,35.127,69.757,0,38.699,38.699
773251378,6978.137,0,35.127,69.757,0,38.761,38.761
773251379,6978.137,0,35.127,69.757,0,38.823,38.823
773251380,6978.137,0,35.127,69.757,0,38.885,38.885
773251381,6978.137,0,35.127,69.757,0,38.947,38.947
773251382,6978.137,0,35.127,69.757,0,39.009,39.009
773251383,6978.137,0,35.127,69.757,0,39.071,39.071
773251384,6978.137,0,35.127,69.757,0,39.133,39.133
773251385,6978.137,0,35.127,69.757,0,39.195,39.195
773251386,6978.137,0,35.127,69.757,0,39.257,39.257
773251387,6978.137,0,35.127,69.757,0,39.319,39.319
773251388,6978.137,0,35.127,69.757,0,39.381,39.381
773251389,6978.137,0,35.127,69.757,0,39.443,39.443
773251390,6978.137,0,35.127,69.757,0,39.505,39.505
773251391,6978.137,0,35.127,69.757,0,39.567,39.567
773251392,6978.137,0,35.127,69.757,0,39.629,39.629
773251393,6978.137,0,35.127,69.757,0,39.691,39.691
773251394,6978.137,0,35.127,69.757,0,39.754,39.754
773251395,6978.137,0,35.127,69.757,0,39.816,39.816
773251396,6978.137,0,35.127,69.757,0,39.878,39.878
773251397,6978.137,0,35.127,69.757,0,39.94,39.94
773251398,6978.137,0,35.127,69.757,0,40.002,40.002
773251399,6978.137,0,35.127,69.757,0,40.064,40.064
773251400,6978.137,0,35.127,69.757,0,40.126,40.126
773251401,6978.137,0,35.127,69.757,0,40.188,40.188
773251402,6978.137,0,35.127,69.757,0,40.25,40.25
773251403,6978.137,0,35.127,69.757,0,40.312,40.312
773251404,6978.137,0,35.127,69.757,0,40.374,40.374
773251405,6978.137,0,35.127,69.757,0,40.436,40.436
773251406,6978.137,0,35.127,69.757,0,40.498,40.498
773251407,6978.137,0,35.127,69.757,0,40.56,40.56
773251408,6978.137,0,35.127,69.757,0,40.622,40.622
773251409,6978.137,0,35.127,69.757,0,40.684,40.684
773251410,6978.137,0,35.127,69.757,0,40.746,40.746
773251411,6978.137,0,35.127,69.757,0,40.808,40.808
773251412,6978.137,0,35.127,69.757,0,40.871,40.871
773251413,6978.137,0,35.127,69.757,0,40.933,40.933
773251414,6978.137,0,35.127,69.757,0,40.995,40.995
773251415,6978.137,0,35.127,69.757,0,41.057,41.057
773251416,6978.137,0,35.127,69.757,0,41.119,41.119
773251417,6978.137,0,35.127,69.757,0,41.181,41.181
773251418,6978.137,0,35.127,69.757,0,41.243,41.243
773251419,6978.137,0,35.127,69.757,0,41.305,41.305
773251420,6978.137,0,35.127,69.757,0,41.367,41.367
773251421,6978.137,0,35.127,69.757,0,41.429,41.429
773251422,6978.137,0,35.127,69.757,0,41.491,41.491
773251423,6978.137,0,35.127,69.757,0,41.553,41.553
773251424,6978.137,0,35.127,69.757,0,41.615,41.615
773251425,6978.137,0,35.127,69.757,0,41.677,41.677
773251426,6978.137,0,35.127,69.757,0,41.739,41.739
773251427,6978.137,0,35.127,69.757,0,41.801,41.801
773251428,6978.137,0,35.127,69.757,0,41.863,41.863
773251429,6978.137,0,35.127,69.757,0,41.925,41.925
773251430,6978.137,0,35.127,69.757,0,41.988,41.988
773251431,6978.137,0,35.127,69.757,0,42.05,42.05
773251432,6978.137,0,35.127,69.757,0,42.112,42.112
773251433,6978.137,0,35.127,69.757,0,42.174,42.174
773251434,6978.137,0,35.127,69.757,0,42.236,42.236
773251435,6978.137,0,35.127,69.757,0,42.298,42.298
773251436,6978.137,0,35.127,69.757,0,42.36,42.36
773251437,6978.137,0,35.127,69.757,0,42.422,42.422
773251438,6978.137,0,35.127,69.757,0,42.484,42.484
773251439,6978.137,0,35.127,69.757,0,42.546,42.546
773251440,6978.137,0,35.127,69.757,0,42.608,42.608
773251441,6978.137,0,35.127,69.757,0,42.67,42.67
773251442,6978.137,0,35.127,69.757,0,42.732,42.732
773251443,6978.137,0,35.127,69.757,0,42.794,42.794
773251444,6978.137,0,35.127,69.757,0,42.856,42.856
773251445,6978.137,0,35.127,69.757,0,42.918,42.918
773251446,6978.137,0,35.127,69.757,0,42.98,42.98
773251447,6978.137,0,35.127,69.757,0,43.042,43.042
773251448,6978.137,0,35.127,69.757,0,43.105,43.105
773251449,6978.137,0,35.127,69.757,0,43.167,43.167
773251450,6978.137,0,35.127,69.757,0,43.229,43.229
773251451,6978.137,0,35.127,69.757,0,43.291,43.291
773251452,6978.137,0,35.127,69.757,0,43.353,43.353
773251453,6978.137,0,35.127,69.757,0,43.415,43.415
773251454,6978.137,0,35.127,69.757,0,43.477,43.477
773251455,6978.137,0,35.127,69.757,0,43.539,43.539
773251456,6978.137,0,35.127,69.757,0,43.601,43.601
773251457,6978.137,0,35.127,69.757,0,43.663,43.663
773251458,6978.137,0,35.127,69.757,0,43.725,43.725
773251459,6978.137,0,35.127,69.757,0,43.787,43.787
773251460,6978.137,0,35.127,69.757,0,43.849,43.849
773251461,6978.137,0,35.127,69.757,0,43.911,43.911
773251462,6978.137,0,35.127,69.757,0,43.973,43.973
773251463,6978.137,0,35.127,69.757,0,44.035,44.035
773251464,6978.137,0,35.127,69.757,0,44.097,44.097
773251465,6978.137,0,35.127,69.757,0,44.159,44.159
773251466,6978.137,0,35.127,69.757,0,44.222,44.222
773251467,6978.137,0,35.127,69.757,0,44.284,44.284
773251468,6978.137,0,35.127,69.757,0,44.346,44.346
773251469,6978.137,0,35.127,69.757,0,44.408,44.408
773251470,6978.137,0,35.127,69.757,0,44.47,44.47
773251471,6978.137,0,35.127,69.757,0,44.532,44.532
773251472,6978.137,0,35.127,69.757,0,44.594,44.594
773251473,6978.137,0,35.127,69.757,0,44.656,44.656
773251474,6978.137,0,35.127,69.757,0,44.718,44.718
773251475,6978.137,0,35.127,69.757,0,44.78,44.78
773251476,6978.137,0,35.127,69.757,0,44.842,44.842
773251477,6978.137,0,35.127,69.757,0,44.904,44.904
773251478,6978.137,0,35.127,69.757,0,44.966,44.966
773251479,6978.137,0,35.127,69.757,0,45.028,45.028
773251480,6978.137,0,35.127,69.757,0,45.09,45.09
773251481,6978.137,0,35.127,69.757,0,45.152,45.152
773251482,6978.137,0,35.127,69.757,0,45.214,45.214
773251483,6978.137,0,35.127,69.757,0,45.276,45.276
773251484,6978.137,0,35.127,69.757,0,45.339,45.339
773251485,6978.137,0,35.127,69.757,0,45.401,45.401
773251486,6978.137,0,35.127,69.757,0,45.463,45.463
773251487,6978.137,0,35.127,69.757,0,45.525,45.525
773251488,6978.137,0,35.127,69.757,0,45.587,45.587
773251489,6978.137,0,35.127,69.757,0,45.649,45.649
773251490,6978.137,0,35.127,69.757,0,45.711,45.711
773251491,6978.137,0,35.127,69.757,0,45.773,45.773
773251492,6978.137,0,35.127,69.757,0,45.835,45.835
773251493,6978.137,0,35.127,69.757,0,45.897,45.897
773251494,6978.137,0,35.127,69.757,0,45.959,45.959
773251495,6978.137,0,35.127,69.757,0,46.021,46.021
773251496,6978.137,0,35.127,69.757,0,46.083,46.083
773251497,6978.137,0,35.127,69.757,0,46.145,46.145
773251498,6978.137,0,35.127,69.757,0,46.207,46.207
773251499,6978.137,0,35.127,69.757,0,46.269,46.269
773251500,6978.137,0,35.127,69.757,0,46.331,46.331
773251501,6978.137,0,35.127,69.757,0,46.393,46.393
773251502,6978.137,0,35.127,69.757,0,46.456,46.456
773251503,6978.137,0,35.127,69.757,0,46.518,46.518
773251504,6978.137,0,35.127,69.757,0,46.58,46.58
773251505,6978.137,0,35.127,69.757,0,46.642,46.642
773251506,6978.137,0,35.127,69.757,0,46.704,46.704
773251507,6978.137,0,35.127,69.757,0,46.766,46.766
773251508,6978.137,0,35.127,69.757,0,46.828,46.828
773251509,6978.137,0,35.127,69.757,0,46.89,46.89
773251510,6978.137,0,35.127,69.757,0,46.952,46.952
773251511,6978.137,0,35.127,69.757,0,47.014,47.014
773251512,6978.137,0,35.127,69.757,0,47.076,47.076
773251513,6978.137,0,35.127,69.757,0,47.138,47.138
773251514,6978.137,0,35.127,69.757,0,47.2,47.2
773251515,6978.137,0,35.127,69.757,0,47.262,47.262
773251516,6978.137,0,35.127,69.757,0,47.324,47.324
773251517,6978.137,0,35.127,69.757,0,47.386,47.386
773251518,6978.137,0,35.127,69.757,0,47.448,47.448
773251519,6978.137,0,35.127,69.757,0,47.511,47.511
773251520,6978.137,0,35.127,69.757,0,47.573,47.573
773251521,6978.137,0,35.127,69.757,0,47.635,47.635
773251522,6978.137,0,35.127,69.757,0,47.697,47.697
773251523,6978.137,0,35.127,69.757,0,47.759,47.759
773251524,6978.137,0,35.127,69.757,0,47.821,47.821
773251525,6978.137,0,35.127,69.757,0,47.883,47.883
773251526,6978.137,0,35.127,69.757,0,47.945,47.945
773251527,6978.137,0,35.127,69.757,0,48.007,48.007
773251528,6978.137,0,35.127,69.757,0,48.069,48.069
773251529,6978.137,0,35.127,69.757,0,48.131,48.131
773251530,6978.137,0,35.127,69.757,0,48.193,48.193
773251531,6978.137,0,35.127,69.757,0,48.255,48.255
773251532,6978.137,0,35.127,69.757,0,48.317,48.317
773251533,6978.137,0,35.127,69.757,0,48.379,48.379
773251534,6978.137,0,35.127,69.757,0,48.441,48.441
773251535,6978.137,0,35.127,69.757,0,48.503,48.503
773251536,6978.137,0,35.127,69.757,0,48.565,48.565
773251537,6978.137,0,35.127,69.757,0,48.628,48.628
773251538,6978.137,0,35.127,69.757,0,48.69,48.69
773251539,6978.137,0,35.127,69.757,0,48.752,48.752
773251540,6978.137,0,35.127,69.757,0,48.814,48.814
773251541,6978.137,0,35.127,69.757,0,48.876,48.876
773251542,6978.137,0,35.127,69.757,0,48.938,48.938
773251543,6978.137,0,35.127,69.757,0,49,49
773251544,6978.137,0,35.127,69.757,0,49.062,49.062
773251545,6978.137,0,35.127,69.757,0,49.124,49.124
773251546,6978.137,0,35.127,69.757,0,49.186,49.186
773251547,6978.137,0,35.127,69.757,0,49.248,49.248
773251548,6978.137,0,35.127,69.757,0,49.31,49.31
773251549,6978.137,0,35.127,69.757,0,49.372,49.372
773251550,6978.137,0,35.127,69.757,0,49.434,49.434
773251551,6978.137,0,35.127,69.757,0,49.496,49.496
773251552,6978.137,0,35.127,69.757,0,49.558,49.558
773251553,6978.137,0,35.127,69.757,0,49.62,49.62
773251554,6978.137,0,35.127,69.757,0,49.682,49.682
773251555,6978.137,0,35.127,69.757,0,49.745,49.745
773251556,6978.137,0,35.127,69.757,0,49.807,49.807
773251557,6978.137,0,35.127,69.757,0,49.869,49.869
773251558,6978.137,0,35.127,69.757,0,49.931,49.931
773251559,6978.137,0,35.127,69.757,0,49.993,49.993
