Time (UTC),x (km),y (km),z (km),vx (km/sec),vy (km/sec),vz (km/sec)
773251254,-2757.219184,6066.735667,2070.472583,-4.982713,-3.530688,3.709934
773251255,-2762.200543,6063.201801,2074.181302,-4.980006,-3.537043,3.707503
773251256,-2767.179193,6059.661581,2077.887588,-4.977294,-3.543396,3.705068
773251257,-2772.155129,6056.115011,2081.591436,-4.974576,-3.549744,3.702628
773251258,-2777.128345,6052.562094,2085.292843,-4.971855,-3.556088,3.700184
773251259,-2782.098836,6049.002835,2088.991803,-4.969128,-3.562429,3.697736
773251260,-2787.066599,6045.437237,2092.688313,-4.966396,-3.568766,3.695283
773251261,-2792.031627,6041.865304,2096.382368,-4.96366,-3.5751,3.692826
773251262,-2796.993917,6038.287039,2100.073964,-4.960918,-3.581429,3.690365
773251263,-2801.953462,6034.702447,2103.763096,-4.958172,-3.587755,3.687899
773251264,-2806.910259,6031.111531,2107.449761,-4.955421,-3.594077,3.685429
773251265,-2811.864302,6027.514294,2111.133953,-4.952665,-3.600395,3.682955
773251266,-2816.815587,6023.910742,2114.815669,-4.949904,-3.606709,3.680476
773251267,-2821.764108,6020.300877,2118.494904,-4.947138,-3.61302,3.677993
773251268,-2826.709862,6016.684703,2122.171655,-4.944368,-3.619327,3.675506
773251269,-2831.652842,6013.062225,2125.845915,-4.941592,-3.62563,3.673014
773251270,-2836.593045,6009.433445,2129.517682,-4.938812,-3.631929,3.670519
773251271,-2841.530464,6005.798369,2133.186951,-4.936027,-3.638224,3.668018
773251272,-2846.465097,6002.156999,2136.853717,-4.933237,-3.644515,3.665514
773251273,-2851.396936,5998.509339,2140.517977,-4.930442,-3.650803,3.663005
773251274,-2856.325979,5994.855394,2144.179726,-4.927642,-3.657087,3.660492
773251275,-2861.252219,5991.195167,2147.838959,-4.924838,-3.663366,3.657975
773251276,-2866.175653,5987.528662,2151.495673,-4.922028,-3.669642,3.655453
773251277,-2871.096275,5983.855884,2155.149864,-4.919214,-3.675915,3.652927
773251278,-2876.01408,5980.176835,2158.801526,-4.916395,-3.682183,3.650397
773251279,-2880.929064,5976.49152,2162.450656,-4.913571,-3.688447,3.647862
773251280,-2885.841221,5972.799942,2166.097249,-4.910743,-3.694707,3.645323
773251281,-2890.750548,5969.102106,2169.741301,-4.907909,-3.700964,3.64278
773251282,-2895.657038,5965.398015,2173.382808,-4.905071,-3.707217,3.640233
773251283,-2900.560688,5961.687674,2177.021765,-4.902228,-3.713465,3.637681
773251284,-2905.461493,5957.971086,2180.658168,-4.89938,-3.71971,3.635125
773251285,-2910.359447,5954.248255,2184.292014,-4.896527,-3.725951,3.632565
773251286,-2915.254545,5950.519185,2187.923297,-4.89367,-3.732188,3.630001
773251287,-2920.146784,5946.78388,2191.552014,-4.890807,-3.738421,3.627432
773251288,-2925.036159,5943.042345,2195.17816,-4.88794,-3.74465,3.624859
773251289,-2929.922663,5939.294582,2198.801731,-4.885068,-3.750875,3.622282
773251290,-2934.806293,5935.540596,2202.422722,-4.882191,-3.757096,3.6197
773251291,-2939.687044,5931.780391,2206.04113,-4.87931,-3.763313,3.617115
773251292,-2944.564912,5928.01397,2209.65695,-4.876424,-3.769526,3.614525
773251293,-2949.43989,5924.241339,2213.270178,-4.873532,-3.775736,3.611931
773251294,-2954.311975,5920.4625,2216.88081,-4.870637,-3.781941,3.609332
773251295,-2959.181162,5916.677459,2220.488841,-4.867736,-3.788142,3.60673
773251296,-2964.047445,5912.886218,2224.094268,-4.86483,-3.794339,3.604123
773251297,-2968.910821,5909.088781,2227.697085,-4.86192,-3.800533,3.601512
773251298,-2973.771284,5905.285154,2231.297289,-4.859005,-3.806722,3.598896
773251299,-2978.62883,5901.475339,2234.894876,-4.856085,-3.812907,3.596277
773251300,-2983.483453,5897.659341,2238.489841,-4.853161,-3.819088,3.593653
773251301,-2988.33515,5893.837164,2242.082181,-4.850231,-3.825265,3.591025
773251302,-2993.183914,5890.008812,2245.67189,-4.847297,-3.831438,3.588393
773251303,-2998.029743,5886.174289,2249.258965,-4.844358,-3.837607,3.585756
773251304,-3002.87263,5882.333599,2252.843401,-4.841415,-3.843772,3.583116
773251305,-3007.712571,5878.486746,2256.425195,-4.838467,-3.849933,3.580471
773251306,-3012.549561,5874.633734,2260.004341,-4.835513,-3.85609,3.577822
773251307,-3017.383596,5870.774567,2263.580837,-4.832556,-3.862243,3.575169
773251308,-3022.214671,5866.90925,2267.154677,-4.829593,-3.868392,3.572511
773251309,-3027.04278,5863.037785,2270.725858,-4.826626,-3.874536,3.56985
773251310,-3031.86792,5859.160179,2274.294375,-4.823653,-3.880677,3.567184
773251311,-3036.690086,5855.276433,2277.860224,-4.820677,-3.886813,3.564514
773251312,-3041.509272,5851.386554,2281.423402,-4.817695,-3.892945,3.56184
773251313,-3046.325474,5847.490544,2284.983903,-4.814709,-3.899074,3.559161
773251314,-3051.138688,5843.588408,2288.541723,-4.811718,-3.905198,3.556479
773251315,-3055.948908,5839.68015,2292.096859,-4.808722,-3.911318,3.553792
773251316,-3060.75613,5835.765774,2295.649306,-4.805721,-3.917434,3.551101
773251317,-3065.56035,5831.845284,2299.19906,-4.802716,-3.923545,3.548406
773251318,-3070.361561,5827.918684,2302.746118,-4.799706,-3.929653,3.545707
773251319,-3075.159761,5823.985979,2306.290474,-4.796692,-3.935756,3.543004
773251320,-3079.954943,5820.047173,2309.832124,-4.793672,-3.941856,3.540296
773251321,-3084.747104,5816.10227,2313.371065,-4.790648,-3.947951,3.537585
773251322,-3089.536238,5812.151273,2316.907292,-4.78762,-3.954042,3.534869
773251323,-3094.322342,5808.194188,2320.440801,-4.784586,-3.960128,3.532149
773251324,-3099.105409,5804.231018,2323.971589,-4.781548,-3.966211,3.529425
773251325,-3103.885436,5800.261767,2327.49965,-4.778505,-3.972289,3.526697
773251326,-3108.662418,5796.286441,2331.024981,-4.775458,-3.978364,3.523964
773251327,-3113.43635,5792.305042,2334.547577,-4.772405,-3.984433,3.521228
773251328,-3118.207227,5788.317575,2338.067435,-4.769348,-3.990499,3.518487
773251329,-3122.975045,5784.324045,2341.58455,-4.766287,-3.996561,3.515743
773251330,-3127.739799,5780.324455,2345.098919,-4.76322,-4.002618,3.512994
773251331,-3132.501484,5776.31881,2348.610536,-4.76015,-4.008671,3.510241
773251332,-3137.260097,5772.307113,2352.119399,-4.757074,-4.01472,3.507484
773251333,-3142.015631,5768.289371,2355.625502,-4.753994,-4.020765,3.504722
773251334,-3146.768082,5764.265585,2359.128842,-4.750909,-4.026805,3.501957
773251335,-3151.517446,5760.235761,2362.629414,-4.747819,-4.032841,3.499188
773251336,-3156.263718,5756.199904,2366.127216,-4.744725,-4.038873,3.496414
773251337,-3161.006894,5752.158016,2369.622241,-4.741626,-4.044901,3.493636
773251338,-3165.746968,5748.110103,2373.114487,-4.738522,-4.050924,3.490855
773251339,-3170.483936,5744.056169,2376.603949,-4.735414,-4.056943,3.488069
773251340,-3175.217794,5739.996218,2380.090623,-4.732301,-4.062958,3.485279
773251341,-3179.948536,5735.930254,2383.574505,-4.729183,-4.068969,3.482485
773251342,-3184.676158,5731.858282,2387.055591,-4.726061,-4.074975,3.479687
773251343,-3189.400656,5727.780306,2390.533877,-4.722934,-4.080977,3.476884
773251344,-3194.122025,5723.69633,2394.009358,-4.719802,-4.086974,3.474078
773251345,-3198.840259,5719.606358,2397.482032,-4.716666,-4.092968,3.471268
773251346,-3203.555356,5715.510396,2400.951893,-4.713525,-4.098957,3.468453
773251347,-3208.267309,5711.408447,2404.418937,-4.71038,-4.104941,3.465635
773251348,-3212.976114,5707.300515,2407.883161,-4.70723,-4.110922,3.462812
773251349,-3217.681767,5703.186605,2411.34456,-4.704075,-4.116898,3.459986
773251350,-3222.384263,5699.066721,2414.803131,-4.700916,-4.122869,3.457155
773251351,-3227.083597,5694.940868,2418.258869,-4.697752,-4.128836,3.45432
773251352,-3231.779765,5690.80905,2421.71177,-4.694583,-4.134799,3.451482
773251353,-3236.472763,5686.671271,2425.161831,-4.69141,-4.140758,3.448639
773251354,-3241.162585,5682.527535,2428.609046,-4.688233,-4.146712,3.445792
773251355,-3245.849226,5678.377848,2432.053413,-4.68505,-4.152662,3.442941
773251356,-3250.532683,5674.222213,2435.494927,-4.681863,-4.158607,3.440086
773251357,-3255.212951,5670.060635,2438.933584,-4.678672,-4.164548,3.437227
773251358,-3259.890025,5665.893118,2442.369379,-4.675475,-4.170485,3.434364
773251359,-3264.563901,5661.719667,2445.80231,-4.672275,-4.176417,3.431497
773251360,-3269.234573,5657.540286,2449.232372,-4.669069,-4.182345,3.428626
773251361,-3273.902038,5653.354979,2452.65956,-4.665859,-4.188268,3.425751
773251362,-3278.56629,5649.163751,2456.083872,-4.662645,-4.194187,3.422872
773251363,-3283.227326,5644.966606,2459.505302,-4.659426,-4.200102,3.419988
773251364,-3287.88514,5640.763549,2462.923847,-4.656202,-4.206012,3.417101
773251365,-3292.539729,5636.554584,2466.339504,-4.652974,-4.211917,3.41421
773251366,-3297.191086,5632.339716,2469.752266,-4.649741,-4.217819,3.411315
773251367,-3301.839209,5628.118948,2473.162132,-4.646504,-4.223715,3.408416
773251368,-3306.484092,5623.892286,2476.569097,-4.643262,-4.229608,3.405513
773251369,-3311.12573,5619.659735,2479.973156,-4.640015,-4.235495,3.402606
773251370,-3315.76412,5615.421297,2483.374306,-4.636764,-4.241379,3.399694
773251371,-3320.399257,5611.176978,2486.772544,-4.633508,-4.247258,3.396779
773251372,-3325.031135,5606.926783,2490.167864,-4.630248,-4.253132,3.39386
773251373,-3329.659751,5602.670716,2493.560262,-4.626983,-4.259002,3.390937
773251374,-3334.2851,5598.408781,2496.949736,-4.623714,-4.264867,3.38801
773251375,-3338.907178,5594.140982,2500.336281,-4.62044,-4.270728,3.385079
773251376,-3343.525979,5589.867325,2503.719893,-4.617162,-4.276585,3.382144
773251377,-3348.1415,5585.587814,2507.100567,-4.613879,-4.282437,3.379205
773251378,-3352.753735,5581.302454,2510.478301,-4.610591,-4.288284,3.376262
773251379,-3357.362681,5577.011248,2513.85309,-4.607299,-4.294127,3.373315
773251380,-3361.968332,5572.714202,2517.22493,-4.604003,-4.299965,3.370364
773251381,-3366.570685,5568.41132,2520.593817,-4.600702,-4.305799,3.367409
773251382,-3371.169735,5564.102606,2523.959747,-4.597396,-4.311628,3.364451
773251383,-3375.765476,5559.788065,2527.322716,-4.594086,-4.317453,3.361488
773251384,-3380.357905,5555.467702,2530.682721,-4.590771,-4.323273,3.358521
773251385,-3384.947018,5551.141521,2534.039757,-4.587452,-4.329088,3.355551
773251386,-3389.532808,5546.809527,2537.393821,-4.584129,-4.334899,3.352576
773251387,-3394.115274,5542.471724,2540.744908,-4.580801,-4.340706,3.349598
773251388,-3398.694408,5538.128117,2544.093015,-4.577468,-4.346507,3.346615
773251389,-3403.270208,5533.778711,2547.438137,-4.574131,-4.352305,3.343629
773251390,-3407.842668,5529.423509,2550.780271,-4.570789,-4.358097,3.340639
773251391,-3412.411785,5525.062518,2554.119413,-4.567443,-4.363885,3.337644
773251392,-3416.977553,5520.69574,2557.455558,-4.564092,-4.369669,3.334646
773251393,-3421.539969,5516.323182,2560.788704,-4.560737,-4.375447,3.331644
773251394,-3426.099026,5511.944847,2564.118846,-4.557378,-4.381222,3.328638
773251395,-3430.654723,5507.56074,2567.445979,-4.554014,-4.386991,3.325629
773251396,-3435.207052,5503.170866,2570.770101,-4.550645,-4.392756,3.322615
773251397,-3439.756011,5498.77523,2574.091208,-4.547272,-4.398516,3.319597
773251398,-3444.301595,5494.373835,2577.409295,-4.543895,-4.404272,3.316576
773251399,-3448.843799,5489.966687,2580.724358,-4.540513,-4.410023,3.31355
773251400,-3453.382619,5485.553791,2584.036394,-4.537126,-4.415769,3.310521
773251401,-3457.918051,5481.13515,2587.345399,-4.533735,-4.421511,3.307488
773251402,-3462.450089,5476.71077,2590.651368,-4.53034,-4.427248,3.304451
773251403,-3466.978729,5472.280656,2593.954299,-4.52694,-4.43298,3.30141
773251404,-3471.503968,5467.844811,2597.254187,-4.523536,-4.438708,3.298365
773251405,-3476.0258,5463.403241,2600.551028,-4.520127,-4.444431,3.295316
773251406,-3480.544221,5458.955951,2603.844819,-4.516714,-4.450149,3.292264
773251407,-3485.059227,5454.502945,2607.135555,-4.513297,-4.455863,3.289208
773251408,-3489.570813,5450.044227,2610.423232,-4.509875,-4.461572,3.286147
773251409,-3494.078975,5445.579803,2613.707848,-4.506448,-4.467276,3.283083
773251410,-3498.583708,5441.109677,2616.989397,-4.503017,-4.472975,3.280015
773251411,-3503.085008,5436.633854,2620.267877,-4.499582,-4.47867,3.276943
773251412,-3507.582871,5432.152339,2623.543283,-4.496142,-4.48436,3.273868
773251413,-3512.077291,5427.665136,2626.815611,-4.492698,-4.490045,3.270788
773251414,-3516.568266,5423.172251,2630.084858,-4.48925,-4.495726,3.267705
773251415,-3521.055789,5418.673687,2633.35102,-4.485797,-4.501401,3.264618
773251416,-3525.539858,5414.16945,2636.614093,-4.482339,-4.507072,3.261527
773251417,-3530.020466,5409.659544,2639.874073,-4.478877,-4.512739,3.258432
773251418,-3534.497611,5405.143974,2643.130956,-4.475411,-4.5184,3.255333
773251419,-3538.971287,5400.622745,2646.384738,-4.471941,-4.524057,3.252231
773251420,-3543.441491,5396.095862,2649.635416,-4.468466,-4.529709,3.249125
773251421,-3547.908217,5391.563329,2652.882986,-4.464986,-4.535356,3.246015
773251422,-3552.371462,5387.025152,2656.127444,-4.461502,-4.540998,3.242901
773251423,-3556.831221,5382.481334,2659.368786,-4.458014,-4.546636,3.239783
773251424,-3561.287489,5377.931882,2662.607009,-4.454522,-4.552269,3.236662
773251425,-3565.740263,5373.376799,2665.842108,-4.451025,-4.557897,3.233536
773251426,-3570.189538,5368.81609,2669.07408,-4.447524,-4.56352,3.230407
773251427,-3574.635309,5364.249761,2672.302921,-4.444018,-4.569138,3.227274
773251428,-3579.077572,5359.677816,2675.528627,-4.440508,-4.574752,3.224138
773251429,-3583.516323,5355.10026,2678.751195,-4.436993,-4.58036,3.220997
773251430,-3587.951557,5350.517097,2681.97062,-4.433475,-4.585964,3.217853
773251431,-3592.38327,5345.928333,2685.1869,-4.429951,-4.591563,3.214705
773251432,-3596.811459,5341.333973,2688.400029,-4.426424,-4.597157,3.211553
773251433,-3601.236117,5336.73402,2691.610005,-4.422892,-4.602747,3.208398
773251434,-3605.657241,5332.128481,2694.816823,-4.419356,-4.608331,3.205238
773251435,-3610.074827,5327.51736,2698.02048,-4.415815,-4.613911,3.202075
773251436,-3614.48887,5322.900662,2701.220973,-4.41227,-4.619485,3.198909
773251437,-3618.899367,5318.278391,2704.418296,-4.408721,-4.625055,3.195738
773251438,-3623.306311,5313.650553,2707.612447,-4.405168,-4.63062,3.192564
773251439,-3627.7097,5309.017153,2710.803422,-4.40161,-4.63618,3.189386
773251440,-3632.109529,5304.378195,2713.991217,-4.398047,-4.641735,3.186204
773251441,-3636.505794,5299.733684,2717.175828,-4.394481,-4.647286,3.183018
773251442,-3640.89849,5295.083625,2720.357252,-4.39091,-4.652831,3.179829
773251443,-3645.287613,5290.428024,2723.535485,-4.387335,-4.658371,3.176636
773251444,-3649.673158,5285.766884,2726.710523,-4.383755,-4.663907,3.173439
773251445,-3654.055122,5281.100212,2729.882362,-4.380171,-4.669437,3.170239
773251446,-3658.4335,5276.428011,2733.050999,-4.376583,-4.674963,3.167035
773251447,-3662.808287,5271.750287,2736.21643,-4.372991,-4.680484,3.163827
773251448,-3667.17948,5267.067045,2739.378652,-4.369394,-4.686,3.160615
773251449,-3671.547074,5262.378289,2742.53766,-4.365793,-4.69151,3.1574
773251450,-3675.911065,5257.684026,2745.69345,-4.362188,-4.697016,3.154181
773251451,-3680.271448,5252.984258,2748.84602,-4.358578,-4.702517,3.150958
773251452,-3684.62822,5248.278993,2751.995365,-4.354964,-4.708013,3.147732
773251453,-3688.981375,5243.568233,2755.141482,-4.351346,-4.713504,3.144502
773251454,-3693.33091,5238.851986,2758.284367,-4.347724,-4.71899,3.141268
773251455,-3697.676821,5234.130254,2761.424017,-4.344097,-4.724471,3.13803
773251456,-3702.019102,5229.403045,2764.560427,-4.340466,-4.729947,3.134789
773251457,-3706.357751,5224.670361,2767.693594,-4.33683,-4.735418,3.131544
773251458,-3710.692762,5219.932209,2770.823515,-4.333191,-4.740885,3.128296
773251459,-3715.024131,5215.188594,2773.950185,-4.329547,-4.746346,3.125044
773251460,-3719.351854,5210.43952,2777.073601,-4.325899,-4.751802,3.121788
773251461,-3723.675928,5205.684992,2780.193759,-4.322247,-4.757253,3.118528
773251462,-3727.996346,5200.925016,2783.310656,-4.31859,-4.762699,3.115265
773251463,-3732.313106,5196.159596,2786.424289,-4.314929,-4.76814,3.111998
773251464,-3736.626203,5191.388738,2789.534652,-4.311264,-4.773576,3.108728
773251465,-3740.935633,5186.612447,2792.641743,-4.307595,-4.779007,3.105454
773251466,-3745.241391,5181.830727,2795.745559,-4.303921,-4.784432,3.102176
773251467,-3749.543474,5177.043584,2798.846094,-4.300243,-4.789853,3.098895
773251468,-3753.841876,5172.251022,2801.943347,-4.296561,-4.795269,3.09561
773251469,-3758.136595,5167.453048,2805.037313,-4.292875,-4.80068,3.092321
773251470,-3762.427625,5162.649665,2808.127988,-4.289184,-4.806085,3.089029
773251471,-3766.714962,5157.840879,2811.215369,-4.28549,-4.811486,3.085733
773251472,-3770.998603,5153.026695,2814.299452,-4.281791,-4.816881,3.082433
773251473,-3775.278543,5148.207118,2817.380234,-4.278088,-4.822272,3.07913
773251474,-3779.554777,5143.382153,2820.457712,-4.27438,-4.827657,3.075823
773251475,-3783.827302,5138.551806,2823.53188,-4.270669,-4.833037,3.072513
773251476,-3788.096113,5133.716081,2826.602737,-4.266953,-4.838412,3.069199
773251477,-3792.361207,5128.874983,2829.670277,-4.263233,-4.843782,3.065882
773251478,-3796.622578,5124.028518,2832.734498,-4.259509,-4.849147,3.06256
773251479,-3800.880223,5119.17669,2835.795397,-4.255781,-4.854507,3.059236
773251480,-3805.134138,5114.319506,2838.852969,-4.252048,-4.859862,3.055907
773251481,-3809.384318,5109.456969,2841.90721,-4.248311,-4.865211,3.052575
773251482,-3813.630759,5104.589085,2844.958118,-4.24457,-4.870555,3.04924
773251483,-3817.873457,5099.71586,2848.005689,-4.240825,-4.875895,3.045901
773251484,-3822.112408,5094.837298,2851.049918,-4.237076,-4.881229,3.042558
773251485,-3826.347608,5089.953404,2854.090804,-4.233323,-4.886558,3.039212
773251486,-3830.579052,5085.064185,2857.128341,-4.229565,-4.891881,3.035862
773251487,-3834.806736,5080.169643,2860.162527,-4.225803,-4.8972,3.032509
773251488,-3839.030657,5075.269786,2863.193357,-4.222037,-4.902513,3.029152
773251489,-3843.25081,5070.364618,2866.220829,-4.218267,-4.907822,3.025791
773251490,-3847.46719,5065.454145,2869.244939,-4.214493,-4.913125,3.022427
773251491,-3851.679794,5060.538371,2872.265683,-4.210715,-4.918423,3.01906
773251492,-3855.888618,5055.617301,2875.283057,-4.206932,-4.923715,3.015689
773251493,-3860.093657,5050.690942,2878.297059,-4.203145,-4.929003,3.012314
773251494,-3864.294908,5045.759297,2881.307684,-4.199355,-4.934285,3.008936
773251495,-3868.492365,5040.822373,2884.314929,-4.19556,-4.939562,3.005554
773251496,-3872.686026,5035.880175,2887.318791,-4.191761,-4.944834,3.002169
773251497,-3876.875885,5030.932707,2890.319266,-4.187957,-4.950101,2.99878
773251498,-3881.061939,5025.979975,2893.31635,-4.18415,-4.955362,2.995388
773251499,-3885.244184,5021.021984,2896.31004,-4.180339,-4.960618,2.991992
773251500,-3889.422616,5016.05874,2899.300333,-4.176523,-4.965869,2.988593
773251501,-3893.597229,5011.090248,2902.287225,-4.172704,-4.971115,2.98519
773251502,-3897.768021,5006.116512,2905.270712,-4.16888,-4.976355,2.981784
773251503,-3901.934988,5001.137538,2908.250791,-4.165052,-4.981591,2.978374
773251504,-3906.098124,4996.153332,2911.227459,-4.16122,-4.986821,2.974961
773251505,-3910.257426,4991.163899,2914.200711,-4.157384,-4.992045,2.971544
773251506,-3914.41289,4986.169243,2917.170545,-4.153544,-4.997265,2.968124
773251507,-3918.564512,4981.169371,2920.136957,-4.149699,-5.002479,2.9647
773251508,-3922.712288,4976.164287,2923.099944,-4.145851,-5.007688,2.961273
773251509,-3926.856213,4971.153997,2926.059501,-4.141999,-5.012891,2.957842
773251510,-3930.996284,4966.138506,2929.015627,-4.138142,-5.01809,2.954408
773251511,-3935.132496,4961.11782,2931.968316,-4.134282,-5.023283,2.95097
773251512,-3939.264846,4956.091943,2934.917566,-4.130417,-5.02847,2.947529
773251513,-3943.393329,4951.060881,2937.863373,-4.126548,-5.033653,2.944084
773251514,-3947.517942,4946.024639,2940.805733,-4.122676,-5.03883,2.940636
773251515,-3951.638679,4940.983223,2943.744644,-4.118799,-5.044002,2.937185
773251516,-3955.755538,4935.936638,2946.680102,-4.114918,-5.049168,2.93373
773251517,-3959.868513,4930.884889,2949.612103,-4.111033,-5.054329,2.930272
773251518,-3963.977602,4925.827982,2952.540644,-4.107144,-5.059485,2.92681
773251519,-3968.0828,4920.765921,2955.465722,-4.103251,-5.064635,2.923345
773251520,-3972.184103,4915.698713,2958.387333,-4.099354,-5.06978,2.919876
773251521,-3976.281506,4910.626362,2961.305473,-4.095453,-5.07492,2.916404
773251522,-3980.375007,4905.548875,2964.22014,-4.091548,-5.080054,2.912929
773251523,-3984.4646,4900.466255,2967.131329,-4.087638,-5.085183,2.90945
773251524,-3988.550282,4895.37851,2970.039038,-4.083725,-5.090307,2.905967
773251525,-3992.632049,4890.285643,2972.943262,-4.079808,-5.095425,2.902482
773251526,-3996.709897,4885.187661,2975.844,-4.075887,-5.100538,2.898992
773251527,-4000.783821,4880.084568,2978.741246,-4.071961,-5.105646,2.8955
773251528,-4004.853819,4874.976371,2981.634998,-4.068032,-5.110748,2.892004
773251529,-4008.919884,4869.863075,2984.525253,-4.064099,-5.115845,2.888505
773251530,-4012.982015,4864.744684,2987.412007,-4.060162,-5.120936,2.885002
773251531,-4017.040207,4859.621205,2990.295256,-4.05622,-5.126022,2.881496
773251532,-4021.094455,4854.492642,2993.174997,-4.052275,-5.131102,2.877986
773251533,-4025.144756,4849.359002,2996.051227,-4.048326,-5.136177,2.874474
773251534,-4029.191105,4844.220289,2998.923943,-4.044373,-5.141247,2.870957
773251535,-4033.2335,4839.07651,3001.793141,-4.040415,-5.146311,2.867438
773251536,-4037.271935,4833.927669,3004.658817,-4.036454,-5.15137,2.863915
773251537,-4041.306407,4828.773772,3007.520969,-4.032489,-5.156423,2.860388
773251538,-4045.336912,4823.614824,3010.379593,-4.02852,-5.161471,2.856859
773251539,-4049.363445,4818.450831,3013.234685,-4.024547,-5.166514,2.853326
773251540,-4053.386004,4813.281798,3016.086243,-4.02057,-5.171551,2.849789
773251541,-4057.404583,4808.107731,3018.934263,-4.016589,-5.176582,2.84625
773251542,-4061.41918,4802.928635,3021.778741,-4.012604,-5.181608,2.842707
773251543,-4065.429789,4797.744516,3024.619675,-4.008615,-5.186629,2.83916
773251544,-4069.436408,4792.555379,3027.45706,-4.004622,-5.191644,2.83561
773251545,-4073.439032,4787.361229,3030.290895,-4.000625,-5.196654,2.832057
773251546,-4077.437656,4782.162073,3033.121174,-3.996624,-5.201658,2.828501
