Time (UTC),x (km),y (km),z (km),vx (km/sec),vy (km/sec),vz (km/sec)
773251411,-2726.808368,5816.984003,2724.263061,-5.093076,-3.874833,3.175904
773251412,-2731.900134,5813.106145,2727.437367,-5.090455,-3.880881,3.172706
773251413,-2736.989276,5809.222242,2730.608473,-5.087828,-3.886925,3.169505
773251414,-2742.075789,5805.332298,2733.776376,-5.085196,-3.892964,3.1663
773251415,-2747.159667,5801.436315,2736.941072,-5.08256,-3.899,3.163091
773251416,-2752.240906,5797.5343,2740.102557,-5.079918,-3.905031,3.159879
773251417,-2757.319501,5793.626255,2743.260829,-5.077271,-3.911058,3.156663
773251418,-2762.395447,5789.712186,2746.415882,-5.074619,-3.917081,3.153443
773251419,-2767.468737,5785.792095,2749.567713,-5.071962,-3.923099,3.150219
773251420,-2772.539369,5781.865988,2752.716319,-5.0693,-3.929114,3.146992
773251421,-2777.607335,5777.933869,2755.861696,-5.066633,-3.935124,3.143761
773251422,-2782.672632,5773.995741,2759.003841,-5.063961,-3.94113,3.140527
773251423,-2787.735255,5770.05161,2762.142748,-5.061283,-3.947132,3.137288
773251424,-2792.795198,5766.101478,2765.278416,-5.058601,-3.95313,3.134046
773251425,-2797.852456,5762.145351,2768.41084,-5.055914,-3.959123,3.130801
773251426,-2802.907024,5758.183233,2771.540016,-5.053222,-3.965112,3.127551
773251427,-2807.958897,5754.215128,2774.665941,-5.050524,-3.971097,3.124298
773251428,-2813.008071,5750.24104,2777.788611,-5.047822,-3.977078,3.121042
773251429,-2818.05454,5746.260973,2780.908023,-5.045115,-3.983055,3.117781
773251430,-2823.098299,5742.274932,2784.024173,-5.042402,-3.989027,3.114517
773251431,-2828.139343,5738.282921,2787.137056,-5.039685,-3.994995,3.11125
773251432,-2833.177667,5734.284944,2790.246671,-5.036963,-4.000959,3.107978
773251433,-2838.213266,5730.281005,2793.353012,-5.034235,-4.006918,3.104703
773251434,-2843.246136,5726.271109,2796.456076,-5.031503,-4.012873,3.101425
773251435,-2848.27627,5722.25526,2799.55586,-5.028765,-4.018824,3.098143
773251436,-2853.303665,5718.233463,2802.65236,-5.026023,-4.02477,3.094857
773251437,-2858.328314,5714.205721,2805.745573,-5.023275,-4.030713,3.091567
773251438,-2863.350214,5710.172039,2808.835493,-5.020523,-4.036651,3.088274
773251439,-2868.369359,5706.132421,2811.92212,-5.017766,-4.042584,3.084977
773251440,-2873.385744,5702.086872,2815.005447,-5.015003,-4.048514,3.081677
773251441,-2878.399363,5698.035395,2818.085472,-5.012236,-4.054439,3.078373
773251442,-2883.410213,5693.977996,2821.162192,-5.009463,-4.060359,3.075066
773251443,-2888.418289,5689.914678,2824.235602,-5.006686,-4.066276,3.071754
773251444,-2893.423584,5685.845446,2827.305699,-5.003904,-4.072188,3.06844
773251445,-2898.426094,5681.770304,2830.37248,-5.001116,-4.078095,3.065121
773251446,-2903.425815,5677.689257,2833.43594,-4.998324,-4.083998,3.061799
773251447,-2908.42274,5673.602309,2836.496077,-4.995527,-4.089897,3.058474
773251448,-2913.416866,5669.509464,2839.552886,-4.992724,-4.095792,3.055144
773251449,-2918.408187,5665.410727,2842.606365,-4.989917,-4.101682,3.051812
773251450,-2923.396698,5661.306101,2845.656508,-4.987105,-4.107568,3.048475
773251451,-2928.382395,5657.195592,2848.703314,-4.984288,-4.113449,3.045135
773251452,-2933.365272,5653.079204,2851.746778,-4.981465,-4.119326,3.041792
773251453,-2938.345324,5648.956941,2854.786897,-4.978638,-4.125199,3.038445
773251454,-2943.322547,5644.828808,2857.823667,-4.975806,-4.131067,3.035094
773251455,-2948.296935,5640.694808,2860.857084,-4.972969,-4.136931,3.03174
773251456,-2953.268484,5636.554947,2863.887146,-4.970127,-4.14279,3.028382
773251457,-2958.237188,5632.409229,2866.913848,-4.96728,-4.148645,3.025021
773251458,-2963.203043,5628.257658,2869.937187,-4.964428,-4.154496,3.021656
773251459,-2968.166043,5624.100239,2872.957159,-4.961572,-4.160342,3.018288
773251460,-2973.126184,5619.936976,2875.973761,-4.95871,-4.166184,3.014916
773251461,-2978.083461,5615.767873,2878.98699,-4.955843,-4.172021,3.011541
773251462,-2983.037869,5611.592935,2881.996841,-4.952971,-4.177854,3.008162
773251463,-2987.989402,5607.412167,2885.003312,-4.950095,-4.183682,3.004779
773251464,-2992.938057,5603.225573,2888.006398,-4.947213,-4.189506,3.001393
773251465,-2997.883828,5599.033157,2891.006096,-4.944327,-4.195325,2.998003
773251466,-3002.826709,5594.834925,2894.002403,-4.941436,-4.20114,2.99461
773251467,-3007.766697,5590.630879,2896.995316,-4.938539,-4.20695,2.991214
773251468,-3012.703786,5586.421025,2899.98483,-4.935638,-4.212756,2.987814
773251469,-3017.637972,5582.205368,2902.970942,-4.932732,-4.218558,2.98441
773251470,-3022.569249,5577.983911,2905.953649,-4.929821,-4.224355,2.981003
773251471,-3027.497612,5573.75666,2908.932947,-4.926905,-4.230147,2.977592
773251472,-3032.423058,5569.523619,2911.908832,-4.923984,-4.235935,2.974178
773251473,-3037.345579,5565.284792,2914.881302,-4.921058,-4.241718,2.970761
773251474,-3042.265173,5561.040184,2917.850353,-4.918128,-4.247497,2.96734
773251475,-3047.181833,5556.789799,2920.81598,-4.915192,-4.253271,2.963915
773251476,-3052.095556,5552.533643,2923.778182,-4.912252,-4.259041,2.960487
773251477,-3057.006335,5548.271719,2926.736953,-4.909306,-4.264806,2.957056
773251478,-3061.914167,5544.004031,2929.692292,-4.906356,-4.270567,2.953621
773251479,-3066.819046,5539.730586,2932.644193,-4.903401,-4.276323,2.950182
773251480,-3071.720968,5535.451387,2935.592655,-4.900441,-4.282075,2.94674
773251481,-3076.619927,5531.166438,2938.537673,-4.897476,-4.287822,2.943295
773251482,-3081.515918,5526.875745,2941.479244,-4.894506,-4.293564,2.939846
773251483,-3086.408938,5522.579311,2944.417364,-4.891532,-4.299302,2.936394
773251484,-3091.29898,5518.277142,2947.35203,-4.888552,-4.305035,2.932938
773251485,-3096.18604,5513.969242,2950.283239,-4.885568,-4.310764,2.929479
773251486,-3101.070114,5509.655616,2953.210987,-4.882578,-4.316488,2.926017
773251487,-3105.951196,5505.336268,2956.135271,-4.879584,-4.322207,2.922551
773251488,-3110.829281,5501.011202,2959.056087,-4.876585,-4.327922,2.919081
773251489,-3115.704365,5496.680425,2961.973432,-4.873581,-4.333633,2.915608
773251490,-3120.576442,5492.343939,2964.887302,-4.870573,-4.339338,2.912132
773251491,-3125.445508,5488.00175,2967.797695,-4.867559,-4.345039,2.908652
773251492,-3130.311559,5483.653862,2970.704606,-4.864541,-4.350735,2.905169
773251493,-3135.174588,5479.300281,2973.608032,-4.861517,-4.356427,2.901683
773251494,-3140.034592,5474.94101,2976.50797,-4.858489,-4.362114,2.898193
773251495,-3144.891565,5470.576054,2979.404416,-4.855456,-4.367797,2.894699
773251496,-3149.745503,5466.205418,2982.297367,-4.852418,-4.373474,2.891203
773251497,-3154.5964,5461.829107,2985.18682,-4.849376,-4.379147,2.887703
773251498,-3159.444253,5457.447125,2988.072771,-4.846328,-4.384816,2.884199
773251499,-3164.289055,5453.059477,2990.955217,-4.843276,-4.39048,2.880692
773251500,-3169.130803,5448.666167,2993.834155,-4.840219,-4.396139,2.877182
773251501,-3173.969491,5444.267201,2996.70958,-4.837157,-4.401793,2.873668
773251502,-3178.805115,5439.862582,2999.58149,-4.83409,-4.407443,2.870151
773251503,-3183.637669,5435.452317,3002.449882,-4.831018,-4.413088,2.866631
773251504,-3188.46715,5431.036409,3005.314751,-4.827942,-4.418728,2.863107
773251505,-3193.293551,5426.614863,3008.176095,-4.824861,-4.424364,2.85958
773251506,-3198.116869,5422.187683,3011.03391,-4.821774,-4.429994,2.85605
773251507,-3202.937099,5417.754875,3013.888194,-4.818684,-4.435621,2.852516
773251508,-3207.754235,5413.316444,3016.738941,-4.815588,-4.441242,2.848979
773251509,-3212.568273,5408.872393,3019.58615,-4.812487,-4.446859,2.845438
773251510,-3217.379208,5404.422728,3022.429817,-4.809382,-4.45247,2.841895
773251511,-3222.187035,5399.967454,3025.269938,-4.806272,-4.458078,2.838347
773251512,-3226.99175,5395.506574,3028.10651,-4.803157,-4.46368,2.834797
773251513,-3231.793348,5391.040095,3030.939531,-4.800037,-4.469278,2.831243
773251514,-3236.591824,5386.568021,3033.768995,-4.796913,-4.474871,2.827686
773251515,-3241.387172,5382.090355,3036.594901,-4.793784,-4.480459,2.824126
773251516,-3246.179389,5377.607105,3039.417245,-4.79065,-4.486042,2.820562
773251517,-3250.96847,5373.118273,3042.236024,-4.787511,-4.491621,2.816995
773251518,-3255.754409,5368.623865,3045.051234,-4.784367,-4.497195,2.813424
773251519,-3260.537203,5364.123885,3047.862871,-4.781219,-4.502763,2.809851
773251520,-3265.316845,5359.618339,3050.670934,-4.778066,-4.508328,2.806274
773251521,-3270.093332,5355.107232,3053.475418,-4.774908,-4.513887,2.802693
773251522,-3274.866659,5350.590567,3056.27632,-4.771745,-4.519442,2.79911
773251523,-3279.636821,5346.06835,3059.073636,-4.768578,-4.524991,2.795523
773251524,-3284.403813,5341.540586,3061.867365,-4.765405,-4.530536,2.791933
773251525,-3289.16763,5337.007279,3064.657501,-4.762228,-4.536077,2.78834
773251526,-3293.928268,5332.468434,3067.444043,-4.759047,-4.541612,2.784743
773251527,-3298.685722,5327.924057,3070.226986,-4.75586,-4.547142,2.781143
773251528,-3303.439987,5323.374151,3073.006327,-4.752669,-4.552668,2.77754
773251529,-3308.191058,5318.818723,3075.782064,-4.749473,-4.558189,2.773933
773251530,-3312.938932,5314.257776,3078.554193,-4.746272,-4.563704,2.770324
773251531,-3317.683602,5309.691315,3081.322711,-4.743067,-4.569216,2.766711
773251532,-3322.425064,5305.119346,3084.087613,-4.739857,-4.574722,2.763095
773251533,-3327.163314,5300.541874,3086.848899,-4.736642,-4.580223,2.759475
773251534,-3331.898346,5295.958902,3089.606563,-4.733422,-4.585719,2.755852
773251535,-3336.630156,5291.370436,3092.360602,-4.730198,-4.591211,2.752227
773251536,-3341.35874,5286.776482,3095.111015,-4.726969,-4.596698,2.748597
773251537,-3346.084092,5282.177043,3097.857796,-4.723735,-4.602179,2.744965
773251538,-3350.806208,5277.572125,3100.600944,-4.720496,-4.607656,2.741329
773251539,-3355.525084,5272.961732,3103.340454,-4.717253,-4.613128,2.737691
773251540,-3360.240713,5268.34587,3106.076324,-4.714005,-4.618595,2.734049
773251541,-3364.953093,5263.724544,3108.80855,-4.710753,-4.624057,2.730403
773251542,-3369.662217,5259.097758,3111.53713,-4.707495,-4.629514,2.726755
773251543,-3374.368082,5254.465517,3114.262059,-4.704233,-4.634967,2.723103
773251544,-3379.070682,5249.827826,3116.983335,-4.700966,-4.640414,2.719449
773251545,-3383.770013,5245.184691,3119.700955,-4.697695,-4.645856,2.715791
773251546,-3388.46607,5240.536115,3122.414916,-4.694419,-4.651294,2.712129
