Time (UTC),Semi-major Axis (km),Eccentricity,Inclination (deg),RAAN (deg),Arg of Perigee (deg),True Anomaly (deg),Mean Anomaly (deg)
773251246,6978.137,0,35.117,60.186,0,32.534,32.534
773251247,6978.137,0,35.117,60.186,0,32.596,32.596
773251248,6978.137,0,35.117,60.186,0,32.658,32.658
773251249,6978.137,0,35.117,60.186,0,32.72,32.72
773251250,6978.137,0,35.117,60.186,0,32.782,32.782
773251251,6978.137,0,35.117,60.186,0,32.844,32.844
773251252,6978.137,0,35.117,60.186,0,32.906,32.906
773251253,6978.137,0,35.117,60.186,0,32.968,32.968
773251254,6978.137,0,35.117,60.186,0,33.03,33.03
773251255,6978.137,0,35.117,60.186,0,33.092,33.092
773251256,6978.137,0,35.117,60.186,0,33.154,33.154
773251257,6978.137,0,35.117,60.186,0,33.216,33.216
773251258,6978.137,0,35.117,60.186,0,33.278,33.278
773251259,6978.137,0,35.117,60.186,0,33.34,33.34
773251260,6978.137,0,35.117,60.186,0,33.402,33.402
773251261,6978.137,0,35.117,60.186,0,33.464,33.464
773251262,6978.137,0,35.117,60.186,0,33.527,33.527
773251263,6978.137,0,35.117,60.186,0,33.589,33.589
773251264,6978.137,0,35.117,60.186,0,33.651,33.651
773251265,6978.137,0,35.117,60.186,0,33.713,33.713
773251266,6978.137,0,35.117,60.186,0,33.775,33.775
773251267,6978.137,0,35.117,60.186,0,33.837,33.837
773251268,6978.137,0,35.117,60.186,0,33.899,33.899
773251269,6978.137,0,35.117,60.186,0,33.961,33.961
773251270,6978.137,0,35.117,60.186,0,34.023,34.023
773251271,6978.137,0,35.117,60.186,0,34.085,34.085
773251272,6978.137,0,35.117,60.186,0,34.147,34.147
773251273,6978.137,0,35.117,60.186,0,34.209,34.209
773251274,6978.137,0,35.117,60.186,0,34.271,34.271
773251275,6978.137,0,35.117,60.186,0,34.333,34.333
773251276,6978.137,0,35.117,60.186,0,34.395,34.395
773251277,6978.137,0,35.117,60.186,0,34.457,34.457
773251278,6978.137,0,35.117,60.186,0,34.519,34.519
773251279,6978.137,0,35.117,60.186,0,34.581,34.581
773251280,6978.137,0,35.117,60.186,0,34.644,34.644
773251281,6978.137,0,35.117,60.186,0,34.706,34.706
773251282,6978.137,0,35.117,60.186,0,34.768,34.768
773251283,6978.137,0,35.117,60.186,0,34.83,34.83
773251284,6978.137,0,35.117,60.186,0,34.892,34.892
773251285,6978.137,0,35.117,60.186,0,34.954,34.954
773251286,6978.137,0,35.117,60.186,0,35.016,35.016
773251287,6978.137,0,35.117,60.186,0,35.078,35.078
773251288,6978.137,0,35.117,60.186,0,35.14,35.14
773251289,6978.137,0,35.117,60.186,0,35.202,35.202
773251290,6978.137,0,35.117,60.186,0,35.264,35.264
773251291,6978.137,0,35.117,60.186,0,35.326,35.326
773251292,6978.137,0,35.117,60.186,0,35.388,35.388
773251293,6978.137,0,35.117,60.186,0,35.45,35.45
773251294,6978.137,0,35.117,60.186,0,35.512,35.512
773251295,6978.137,0,35.117,60.186,0,35.574,35.574
773251296,6978.137,0,35.117,60.186,0,35.636,35.636
773251297,6978.137,0,35.117,60.186,0,35.698,35.698
773251298,6978.137,0,35.117,60.186,0,35.761,35.761
773251299,6978.137,0,35.117,60.186,0,35.823,35.823
773251300,6978.137,0,35.117,60.186,0,35.885,35.885
773251301,6978.137,0,35.117,60.186,0,35.947,35.947
773251302,6978.137,0,35.117,60.186,0,36.009,36.009
773251303,6978.137,0,35.117,60.186,0,36.071,36.071
773251304,6978.137,0,35.117,60.186,0,36.133,36.133
773251305,6978.137,0,35.117,60.186,0,36.195,36.195
773251306,6978.137,0,35.117,60.186,0,36.257,36.257
773251307,6978.137,0,35.117,60.186,0,36.319,36.319
773251308,6978.137,0,35.117,60.186,0,36.381,36.381
773251309,6978.137,0,35.117,60.186,0,36.443,36.443
773251310,6978.137,0,35.117,60.186,0,36.505,36.505
773251311,6978.137,0,35.117,60.186,0,36.567,36.567
773251312,6978.137,0,35.117,60.186,0,36.629,36.629
773251313,6978.137,0,35.117,60.186,0,36.691,36.691
773251314,6978.137,0,35.117,60.186,0,36.753,36.753
773251315,6978.137,0,35.117,60.186,0,36.815,36.815
773251316,6978.137,0,35.117,60.186,0,36.878,36.878
773251317,6978.137,0,35.117,60.186,0,36.94,36.94
773251318,6978.137,0,35.117,60.186,0,37.002,37.002
773251319,6978.137,0,35.117,60.186,0,37.064,37.064
773251320,6978.137,0,35.117,60.186,0,37.126,37.126
773251321,6978.137,0,35.117,60.186,0,37.188,37.188
773251322,6978.137,0,35.117,60.186,0,37.25,37.25
773251323,6978.137,0,35.117,60.186,0,37.312,37.312
773251324,6978.137,0,35.117,60.186,0,37.374,37.374
773251325,6978.137,0,35.117,60.186,0,37.436,37.436
773251326,6978.137,0,35.117,60.186,0,37.498,37.498
773251327,6978.137,0,35.117,60.186,0,37.56,37.56
773251328,6978.137,0,35.117,60.186,0,37.622,37.622
773251329,6978.137,0,35.117,60.186,0,37.684,37.684
773251330,6978.137,0,35.117,60.186,0,37.746,37.746
773251331,6978.137,0,35.117,60.186,0,37.808,37.808
773251332,6978.137,0,35.117,60.186,0,37.87,37.87
773251333,6978.137,0,35.117,60.186,0,37.932,37.932
773251334,6978.137,0,35.117,60.186,0,37.995,37.995
773251335,6978.137,0,35.117,60.186,0,38.057,38.057
773251336,6978.137,0,35.117,60.186,0,38.119,38.119
773251337,6978.137,0,35.117,60.186,0,38.181,38.181
773251338,6978.137,0,35.117,60.186,0,38.243,38.243
773251339,6978.137,0,35.117,60.186,0,38.305,38.305
773251340,6978.137,0,35.117,60.186,0,38.367,38.367
773251341,6978.137,0,35.117,60.186,0,38.429,38.429
773251342,6978.137,0,35.117,60.186,0,38.491,38.491
773251343,6978.137,0,35.117,60.186,0,38.553,38.553
773251344,6978.137,0,35.117,60.186,0,38.615,38.615
773251345,6978.137,0,35.117,60.186,0,38.677,38.677
773251346,6978.137,0,35.117,60.186,0,38.739,38.739
773251347,6978.137,0,35.117,60.186,0,38.801,38.801
773251348,6978.137,0,35.117,60.186,0,38.863,38.863
773251349,6978.137,0,35.117,60.186,0,38.925,38.925
773251350,6978.137,0,35.117,60.186,0,38.987,38.987
773251351,6978.137,0,35.117,60.186,0,39.049,39.049
773251352,6978.137,0,35.117,60.186,0,39.112,39.112
773251353,6978.137,0,35.117,60.186,0,39.174,39.174
773251354,6978.137,0,35.117,60.186,0,39.236,39.236
773251355,6978.137,0,35.117,60.186,0,39.298,39.298
773251356,6978.137,0,35.117,60.186,0,39.36,39.36
773251357,6978.137,0,35.117,60.186,0,39.422,39.422
773251358,6978.137,0,35.117,60.186,0,39.484,39.484
773251359,6978.137,0,35.117,60.186,0,39.546,39.546
773251360,6978.137,0,35.117,60.186,0,39.608,39.608
773251361,6978.137,0,35.117,60.186,0,39.67,39.67
773251362,6978.137,0,35.117,60.186,0,39.732,39.732
773251363,6978.137,0,35.117,60.186,0,39.794,39.794
773251364,6978.137,0,35.117,60.186,0,39.856,39.856
773251365,6978.137,0,35.117,60.186,0,39.918,39.918
773251366,6978.137,0,35.117,60.186,0,39.98,39.98
773251367,6978.137,0,35.117,60.186,0,40.042,40.042
773251368,6978.137,0,35.117,60.186,0,40.104,40.104
773251369,6978.137,0,35.117,60.186,0,40.167,40.167
773251370,6978.137,0,35.117,60.186,0,40.229,40.229
773251371,6978.137,0,35.117,60.186,0,40.291,40.291
773251372,6978.137,0,35.117,60.186,0,40.353,40.353
773251373,6978.137,0,35.117,60.186,0,40.415,40.415
773251374,6978.137,0,35.117,60.186,0,40.477,40.477
773251375,6978.137,0,35.117,60.186,0,40.539,40.539
773251376,6978.137,0,35.117,60.186,0,40.601,40.601
773251377,6978.137,0,35.117,60.186,0,40.663,40.663
773251378,6978.137,0,35.117,60.186,0,40.725,40.725
773251379,6978.137,0,35.117,60.186,0,40.787,40.787
773251380,6978.137,0,35.117,60.186,0,40.849,40.849
773251381,6978.137,0,35.117,60.186,0,40.911,40.911
773251382,6978.137,0,35.117,60.186,0,40.973,40.973
773251383,6978.137,0,35.117,60.186,0,41.035,41.035
773251384,6978.137,0,35.117,60.186,0,41.097,41.097
773251385,6978.137,0,35.117,60.186,0,41.159,41.159
773251386,6978.137,0,35.117,60.186,0,41.221,41.221
773251387,6978.137,0,35.117,60.186,0,41.284,41.284
773251388,6978.137,0,35.117,60.186,0,41.346,41.346
773251389,6978.137,0,35.117,60.186,0,41.408,41.408
773251390,6978.137,0,35.117,60.186,0,41.47,41.47
773251391,6978.137,0,35.117,60.186,0,41.532,41.532
773251392,6978.137,0,35.117,60.186,0,41.594,41.594
773251393,6978.137,0,35.117,60.186,0,41.656,41.656
773251394,6978.137,0,35.117,60.186,0,41.718,41.718
773251395,6978.137,0,35.117,60.186,0,41.78,41.78
773251396,6978.137,0,35.117,60.186,0,41.842,41.842
773251397,6978.137,0,35.117,60.186,0,41.904,41.904
773251398,6978.137,0,35.117,60.186,0,41.966,41.966
773251399,6978.137,0,35.117,60.186,0,42.028,42.028
773251400,6978.137,0,35.117,60.186,0,42.09,42.09
773251401,6978.137,0,35.117,60.186,0,42.152,42.152
773251402,6978.137,0,35.117,60.186,0,42.214,42.214
773251403,6978.137,0,35.117,60.186,0,42.276,42.276
773251404,6978.137,0,35.117,60.186,0,42.338,42.338
773251405,6978.137,0,35.117,60.186,0,42.401,42.401
773251406,6978.137,0,35.117,60.186,0,42.463,42.463
773251407,6978.137,0,35.117,60.186,0,42.525,42.525
773251408,6978.137,0,35.117,60.186,0,42.587,42.587
773251409,6978.137,0,35.117,60.186,0,42.649,42.649
773251410,6978.137,0,35.117,60.186,0,42.711,42.711
773251411,6978.137,0,35.117,60.186,0,42.773,42.773
773251412,6978.137,0,35.117,60.186,0,42.835,42.835
773251413,6978.137,0,35.117,60.186,0,42.897,42.897
773251414,6978.137,0,35.117,60.186,0,42.959,42.959
773251415,6978.137,0,35.117,60.186,0,43.021,43.021
773251416,6978.137,0,35.117,60.186,0,43.083,43.083
773251417,6978.137,0,35.117,60.186,0,43.145,43.145
773251418,6978.137,0,35.117,60.186,0,43.207,43.207
773251419,6978.137,0,35.117,60.186,0,43.269,43.269
773251420,6978.137,0,35.117,60.186,0,43.331,43.331
773251421,6978.137,0,35.117,60.186,0,43.393,43.393
773251422,6978.137,0,35.117,60.186,0,43.455,43.455
773251423,6978.137,0,35.117,60.186,0,43.518,43.518
773251424,6978.137,0,35.117,60.186,0,43.58,43.58
773251425,6978.137,0,35.117,60.186,0,43.642,43.642
773251426,6978.137,0,35.117,60.186,0,43.704,43.704
773251427,6978.137,0,35.117,60.186,0,43.766,43.766
773251428,6978.137,0,35.117,60.186,0,43.828,43.828
773251429,6978.137,0,35.117,60.186,0,43.89,43.89
773251430,6978.137,0,35.117,60.186,0,43.952,43.952
773251431,6978.137,0,35.117,60.186,0,44.014,44.014
773251432,6978.137,0,35.117,60.186,0,44.076,44.076
773251433,6978.137,0,35.117,60.186,0,44.138,44.138
773251434,6978.137,0,35.117,60.186,0,44.2,44.2
773251435,6978.137,0,35.117,60.186,0,44.262,44.262
773251436,6978.137,0,35.117,60.186,0,44.324,44.324
773251437,6978.137,0,35.117,60.186,0,44.386,44.386
773251438,6978.137,0,35.117,60.186,0,44.448,44.448
773251439,6978.137,0,35.117,60.186,0,44.51,44.51
773251440,6978.137,0,35.117,60.186,0,44.572,44.572
773251441,6978.137,0,35.117,60.186,0,44.635,44.635
773251442,6978.137,0,35.117,60.186,0,44.697,44.697
773251443,6978.137,0,35.117,60.186,0,44.759,44.759
773251444,6978.137,0,35.117,60.186,0,44.821,44.821
773251445,6978.137,0,35.117,60.186,0,44.883,44.883
773251446,6978.137,0,35.117,60.186,0,44.945,44.945
773251447,6978.137,0,35.117,60.186,0,45.007,45.007
773251448,6978.137,0,35.117,60.186,0,45.069,45.069
773251449,6978.137,0,35.117,60.186,0,45.131,45.131
773251450,6978.137,0,35.117,60.186,0,45.193,45.193
773251451,6978.137,0,35.117,60.186,0,45.255,45.255
773251452,6978.137,0,35.117,60.186,0,45.317,45.317
773251453,6978.137,0,35.117,60.186,0,45.379,45.379
773251454,6978.137,0,35.117,60.186,0,45.441,45.441
773251455,6978.137,0,35.117,60.186,0,45.503,45.503
773251456,6978.137,0,35.117,60.186,0,45.565,45.565
773251457,6978.137,0,35.117,60.186,0,45.627,45.627
773251458,6978.137,0,35.117,60.186,0,45.689,45.689
773251459,6978.137,0,35.117,60.186,0,45.752,45.752
773251460,6978.137,0,35.117,60.186,0,45.814,45.814
773251461,6978.137,0,35.117,60.186,0,45.876,45.876
773251462,6978.137,0,35.117,60.186,0,45.938,45.938
773251463,6978.137,0,35.117,60.186,0,46,46
773251464,6978.137,0,35.117,60.186,0,46.062,46.062
773251465,6978.137,0,35.117,60.186,0,46.124,46.124
773251466,6978.137,0,35.117,60.186,0,46.186,46.186
773251467,6978.137,0,35.117,60.186,0,46.248,46.248
773251468,6978.137,0,35.117,60.186,0,46.31,46.31
773251469,6978.137,0,35.117,60.186,0,46.372,46.372
773251470,6978.137,0,35.117,60.186,0,46.434,46.434
773251471,6978.137,0,35.117,60.186,0,46.496,46.496
773251472,6978.137,0,35.117,60.186,0,46.558,46.558
773251473,6978.137,0,35.117,60.186,0,46.62,46.62
773251474,6978.137,0,35.117,60.186,0,46.682,46.682
773251475,6978.137,0,35.117,60.186,0,46.744,46.744
773251476,6978.137,0,35.117,60.186,0,46.806,46.806
773251477,6978.137,0,35.117,60.186,0,46.869,46.869
773251478,6978.137,0,35.117,60.186,0,46.931,46.931
773251479,6978.137,0,35.117,60.186,0,46.993,46.993
773251480,6978.137,0,35.117,60.186,0,47.055,47.055
773251481,6978.137,0,35.117,60.186,0,47.117,47.117
773251482,6978.137,0,35.117,60.186,0,47.179,47.179
773251483,6978.137,0,35.117,60.186,0,47.241,47.241
773251484,6978.137,0,35.117,60.186,0,47.303,47.303
773251485,6978.137,0,35.117,60.186,0,47.365,47.365
773251486,6978.137,0,35.117,60.186,0,47.427,47.427
773251487,6978.137,0,35.117,60.186,0,47.489,47.489
773251488,6978.137,0,35.117,60.186,0,47.551,47.551
773251489,6978.137,0,35.117,60.186,0,47.613,47.613
773251490,6978.137,0,35.117,60.186,0,47.675,47.675
773251491,6978.137,0,35.117,60.186,0,47.737,47.737
773251492,6978.137,0,35.117,60.186,0,47.799,47.799
773251493,6978.137,0,35.117,60.186,0,47.861,47.861
773251494,6978.137,0,35.117,60.186,0,47.923,47.923
773251495,6978.137,0,35.117,60.186,0,47.986,47.986
773251496,6978.137,0,35.117,60.186,0,48.048,48.048
773251497,6978.137,0,35.117,60.186,0,48.11,48.11
773251498,6978.137,0,35.117,60.186,0,48.172,48.172
773251499,6978.137,0,35.117,60.186,0,48.234,48.234
773251500,6978.137,0,35.117,60.186,0,48.296,48.296
773251501,6978.137,0,35.117,60.186,0,48.358,48.358
773251502,6978.137,0,35.117,60.186,0,48.42,48.42
773251503,6978.137,0,35.117,60.186,0,48.482,48.482
773251504,6978.137,0,35.117,60.186,0,48.544,48.544
773251505,6978.137,0,35.117,60.186,0,48.606,48.606
773251506,6978.137,0,35.117,60.186,0,48.668,48.668
773251507,6978.137,0,35.117,60.186,0,48.73,48.73
773251508,6978.137,0,35.117,60.186,0,48.792,48.792
773251509,6978.137,0,35.117,60.186,0,48.854,48.854
773251510,6978.137,0,35.117,60.186,0,48.916,48.916
773251511,6978.137,0,35.117,60.186,0,48.978,48.978
773251512,6978.137,0,35.117,60.186,0,49.04,49.04
773251513,6978.137,0,35.117,60.186,0,49.103,49.103
773251514,6978.137,0,35.117,60.186,0,49.165,49.165
773251515,6978.137,0,35.117,60.186,0,49.227,49.227
773251516,6978.137,0,35.117,60.186,0,49.289,49.289
773251517,6978.137,0,35.117,60.186,0,49.351,49.351
773251518,6978.137,0,35.117,60.186,0,49.413,49.413
773251519,6978.137,0,35.117,60.186,0,49.475,49.475
773251520,6978.137,0,35.117,60.186,0,49.537,49.537
773251521,6978.137,0,35.117,60.186,0,49.599,49.599
773251522,6978.137,0,35.117,60.186,0,49.661,49.661
773251523,6978.137,0,35.117,60.186,0,49.723,49.723
773251524,6978.137,0,35.117,60.186,0,49.785,49.785
773251525,6978.137,0,35.117,60.186,0,49.847,49.847
773251526,6978.137,0,35.117,60.186,0,49.909,49.909
773251527,6978.137,0,35.117,60.186,0,49.971,49.971
773251528,6978.137,0,35.117,60.186,0,50.033,50.033
773251529,6978.137,0,35.117,60.186,0,50.095,50.095
773251530,6978.137,0,35.117,60.186,0,50.157,50.157
773251531,6978.137,0,35.117,60.186,0,50.22,50.22
773251532,6978.137,0,35.117,60.186,0,50.282,50.282
773251533,6978.137,0,35.117,60.186,0,50.344,50.344
773251534,6978.137,0,35.117,60.186,0,50.406,50.406
773251535,6978.137,0,35.117,60.186,0,50.468,50.468
773251536,6978.137,0,35.117,60.186,0,50.53,50.53
773251537,6978.137,0,35.117,60.186,0,50.592,50.592
773251538,6978.137,0,35.117,60.186,0,50.654,50.654
773251539,6978.137,0,35.117,60.186,0,50.716,50.716
773251540,6978.137,0,35.117,60.186,0,50.778,50.778
773251541,6978.137,0,35.117,60.186,0,50.84,50.84
773251542,6978.137,0,35.117,60.186,0,50.902,50.902
773251543,6978.137,0,35.117,60.186,0,50.964,50.964
773251544,6978.137,0,35.117,60.186,0,51.026,51.026
773251545,6978.137,0,35.117,60.186,0,51.088,51.088
773251546,6978.137,0,35.117,60.186,0,51.15,51.15
773251547,6978.137,0,35.117,60.186,0,51.212,51.212
773251548,6978.137,0,35.117,60.186,0,51.274,51.274
773251549,6978.137,0,35.117,60.186,0,51.337,51.337
773251550,6978.137,0,35.117,60.186,0,51.399,51.399
773251551,6978.137,0,35.117,60.186,0,51.461,51.461
773251552,6978.137,0,35.117,60.186,0,51.523,51.523
773251553,6978.137,0,35.117,60.186,0,51.585,51.585
773251554,6978.137,0,35.117,60.186,0,51.647,51.647
773251555,6978.137,0,35.117,60.186,0,51.709,51.709
773251556,6978.137,0,35.117,60.186,0,51.771,51.771
773251557,6978.137,0,35.117,60.186,0,51.833,51.833
773251558,6978.137,0,35.117,60.186,0,51.895,51.895
773251559,6978.137,0,35.117,60.186,0,51.957,51.957
